,序号,姓名,所属公司,现任基金,累计从业时间,现任基金最佳回报,现任基金资产总规模
1498,49,吴达,长盛基金,"长盛转型升级主题灵活配置混合,长盛沪港深混合,长盛龙头双核驱动混合,长盛研发回报混合,长盛成长精选混合A,长盛成长精选混合C,长盛环球行业混合(QDII)",4544,118.27,13.88
1499,50,魏东,国联安基金,"国联安新精选混合,国联安核心资产策略混合,国联安精选混合",6022,265.37,31.85
1500,1,吴迪,财通基金,"中证财通可持续发展100指数A,中证财通可持续发展100指数C,财通中证香港红利等权指数A,财通中证香港红利等权指数C",1792,96.39,2.92
1501,2,王迪,融通基金,"融通新能源汽车主题精选混合A,融通新能源汽车主题精选混合C",1002,138.84,18.11
1502,3,王丹,嘉实基金,"嘉实沪港深回报混合,嘉实主题混合",798,129.45,50.85
1503,4,王丹,富荣基金,"富荣货币A,富荣货币B,富荣富乾债券A,富荣富乾债券C,富荣福鑫混合A,富荣福鑫混合C,富荣价值精选混合A,富荣价值精选混合C,富荣富金专项金融债纯债,富荣富合一年定开债",584,11.81,114.49
1504,5,吴敌,广发基金,"广发安盈混合A,广发安盈混合C,广发可转债债券A,广发可转债债券C,广发可转债债券E",322,28.77,8.25
1505,6,吴迪,广发基金,"广发集丰债券A,广发集丰债券C,广发景丰纯债,广发理财年年红债券",315,8.72,31.33
1506,7,武丹,人保资产,人保稳进配置三个月持有(FOF),182,3.31,1.93
1507,8,王丹,新华基金,"新华双利债券A,新华双利债券C,新华增怡债券A,新华增怡债券C",100,3.99,0.73
1508,9,王登峰,天弘基金,"天弘余额宝货币,天弘现金管家货币C,天弘现金管家货币D,天弘弘运宝货币A,天弘弘运宝货币B,天弘云商宝,天弘现金管家货币E,天弘现金管家货币A,天弘现金管家货币B",3144,32.23,12858.30
1509,10,王东杰,建信基金,"建信大安全战略精选股票,建信战略精选灵活配置混合A,建信战略精选灵活配置混合C,建信臻选混合,建信核心精选混合",2136,202.90,64.46
1510,11,王大鹏,摩根士丹利华鑫基金,"大摩健康产业混合,大摩内需增长混合,大摩基础行业混合,大摩卓越成长混合,大摩消费领航混合",2247,184.20,32.04
1511,12,王东旋,华商基金,华商大盘量化精选混合,2017,55.49,4.76
1512,13,王登元,富国基金,富国智诚精选混合(FOF),559,47.48,10.63
1513,14,伍方方,兴业基金,"兴业丰利债券,兴业中短债C,兴业中短债A,兴业福鑫债券,兴业纯债6个月定开债A,兴业纯债6个月定开债C",1025,10.79,72.22
1514,15,吴丰树,博时基金,"博时荣丰回报三年封闭混合A,博时荣丰回报三年封闭混合C,博时荣华灵活配置混合A,博时荣华灵活配置混合C,博时港股通红利精选混合A,博时港股通红利精选混合C",3730,21.12,15.04
1515,16,王刚,招商基金,"招商瑞丰灵活配置混合发起式A,招商丰泽混合A,招商丰泽混合C,招商瑞丰灵活配置混合发起式C,招商安德灵活配置混合A,招商安德灵活配置混合C,招商安荣混合A,招商安荣混合C,招商丰美混合A,招商丰美混合C,招商添瑞1年定开债A,招商添瑞1年定开债C,招商添盛78个月定开债,招商可转债债券",1468,37.14,126.45
1516,17,吴刚,中融基金,"中融物联网主题灵活配置混合,中融鑫价值混合A,中融鑫价值混合C",1171,120.27,2.27
1517,18,魏刚,农银汇理基金,"农银区间收益混合,农银汇理量化智慧动力混合,农银汇理永盛定期开放混合,农银汇理区间精选混合",1088,78.72,6.71
1518,19,王高,中邮基金,"中邮多策略灵活配置混合,中邮稳健添利灵活配置混合,中邮乐享收益灵活配置混合,中邮中证500指数增强C,中邮价值优选定开混合,中邮中证500指数增强A",253,16.06,7.68
1519,20,王贵君,长盛基金,"长盛盛裕纯债A,长盛盛裕纯债C,长盛安逸纯债债券A,长盛安逸纯债债券C",91,0.97,15.56
1520,21,吴国清,前海开源基金,"前海开源一带一路混合A,前海开源沪港深隆鑫混合A,前海开源沪港深隆鑫混合C,前海开源一带一路混合C,前海开源鼎瑞债券A,前海开源鼎瑞债券C,前海开源沪港深核心资源混合A,前海开源沪港深核心资源混合C,前海开源瑞和债券A,前海开源瑞和债券C,前海开源沪港深核心驱动混合,前海开源沪港深乐享生活,前海开源沪港深强国产业混合,前海开源沪港深农业混合",2001,111.01,48.85
1521,22,王贵重,嘉实基金,"嘉实文体娱乐股票A,嘉实文体娱乐股票C,嘉实科技创新混合,嘉实创业板两年定期混合",681,115.61,23.94
1522,23,汪晖,德邦基金,德邦优化混合,3322,36.39,2.37
1523,24,吴华,泰达宏利基金,"泰达宏利复兴混合,泰达宏利绩优混合,泰达价值长青混合A,泰达价值长青混合C,泰达宏利消费服务混合A,泰达宏利消费服务混合C,泰达宏利效率优选混合",2550,125.49,33.05
1524,25,吴昊,招商基金,招商行业领先混合A,3263,156.19,4.68
1525,26,王浩,银华基金,"银华互联网主题灵活配置混合,银华兴盛股票",1947,71.50,2.64
1526,27,吴昊,德邦基金,"德邦福鑫灵活配置混合A,德邦福鑫灵活配置混合C,德邦稳盈增长灵活配置混合,德邦安鑫混合A,德邦安鑫混合C,德邦惠利混合A,德邦惠利混合C,德邦科技创新一年定开混合A,德邦科技创新一年定开混合C",2068,59.88,20.59
1527,28,吴昊,中信保诚基金,"信诚新泽A,信诚新泽B,信诚新悦回报灵活配置混合A,信诚新悦回报灵活配置混合B,中信保诚新蓝筹混合,中信保诚龙腾精选混合,信诚新机遇混合(LOF),信诚周期轮动混合(LOF),信诚四季红混合,中信保诚盛世蓝筹混合",1947,113.81,42.83
1528,29,吴昊,华商基金,"华商新常态混合,华商高端装备制造股票,华商领先企业混合",1331,123.59,22.18
1529,30,王华,鹏扬基金,"鹏扬双利债券A,鹏扬双利债券C,鹏扬淳合债券,鹏扬淳享债券A,鹏扬淳享债券C,鹏扬添利增强债券A,鹏扬添利增强债券C,鹏扬富利增强债A,鹏扬富利增强债C,鹏扬淳选一年定开债,鹏扬淳悦一年定开债发起式,鹏扬稳利债券A,鹏扬稳利债券C",1129,22.40,70.34
1530,31,王欢,国联安基金,"国联安通盈混合A,国联安睿祺灵活配置混合,国联安鑫享灵活配置混合A,国联安鑫享灵活配置混合C,国联安通盈混合C,国联安添利增长债A,国联安添利增长债C,国联安信心增长债券A,国联安信心增长债券B",1175,35.40,22.08
1531,32,吴昊,方正富邦基金,"方正富邦中证500ETF联接A,方正富邦中证500ETF联接C,方正富邦深证100ETF联接A,方正富邦深证100ETF联接C,方正富邦创新动力混合C,方正富邦红利精选混合C,方正富邦天睿混合A,方正富邦天睿混合C,方正富邦天鑫混合A,方正富邦天鑫混合C,方正富邦天恒混合A,方正富邦天恒混合C,方正富邦天璇混合A,方正富邦天璇混合C,方正富邦科技创新A,方正富邦科技创新C,方正富邦中证500指数增强A,方正富邦中证500指数增强C,方正富邦ESG主题投资混合A,方正富邦ESG主题投资混合C,方正富邦深证100ETF,方正富邦保险主题指数,方正富邦大湾区综指(LOF),方正富邦消费红利指数增强(LOF),方正富邦中证500ETF,方正富邦沪深300ETF,方正富邦创新动力混合A,方正富邦红利精选混合A",995,117.66,46.81
1532,33,王慧,华宝基金,"华宝宝丰高等级债券A,华宝宝丰高等级债券C,华宝宝裕债券A,华宝宝裕债券C,华宝宝盛纯债债券,华宝宝润债券,华宝宝泓债券",931,9.11,88.84
1533,34,王浩,新华基金,新华万银策略灵活配置混合,689,1.28,0.19
1534,35,吴晖,长信基金,"长信先利半年定开混合A,长信利丰债券E,长信利丰债券A,长信先利半年定开混合C,长信先锐混合C,长信稳健均衡6个月持有期混合A,长信稳健均衡6个月持有期混合C,长信价值优选混合,长信先锐混合A,长信利广混合C,长信利广混合A,长信利盈混合C,长信利盈混合A,长信利富债券,长信可转债债券C,长信可转债债券A,长信利丰债券C",689,61.50,122.04
1535,36,吴昊,华夏基金,华夏高端制造混合,279,52.48,4.76
1536,37,吴翰,国投瑞银基金,国投瑞银稳健养老(FOF),225,2.90,3.10
1537,38,魏昊,华泰证券(上海),"华泰紫金信息科技6个月定开A,华泰紫金信息科技6个月定开C",1,--,--
1538,39,王汉博,嘉实基金,"嘉实研究增强混合,嘉实创新成长混合,嘉实新添泽定期混合,嘉实多利收益债券,嘉实惠泽混合(LOF)",774,24.21,10.74
1539,40,王浩冰,创金合信基金,"创金合信数字经济主题股票A,创金合信数字经济主题股票C",50,6.03,0.26
1540,41,汪华春,国融基金,"国融融盛龙头严选混合A,国融融盛龙头严选混合C",50,-9.45,0.24
1541,42,王海峰,银华基金,"银华鑫锐灵活配置混合(LOF),银华鑫盛灵活配置混合(LOF)",1840,164.18,6.06
1542,43,王海华,银河基金,"银河服务混合,银河行业混合",2661,242.36,27.12
1543,44,王慧杰,中欧基金,"中欧滚钱宝货币A,中欧天禧债券,中欧强瑞多策略债券,中欧短债债券A,中欧滚钱宝货币B,中欧滚钱宝货币C,中欧短债债券C,中欧盈和债券",1902,9.09,1102.96
1544,45,王辉良,信达澳银基金,"信达澳银新财富混合,信达澳银新征程定开混合A,信达澳银中证沪港深高股息精选,信达澳银新征程定开混合C",1896,9.21,1.05
1545,46,王海明,华泰保兴,"华泰保兴货币A,华泰保兴货币B,华泰保兴久盈63个月定开债",542,3.39,116.56
1546,47,王恒楠,诺德基金,"诺德量化优选6个月持有期混合,诺德量化核心A,诺德量化核心C",847,75.52,23.46
1547,48,王海青,鹏华基金,"鹏华沪深港互联网股票,鹏华研究精选灵活配置混合,鹏华新兴成长混合A,鹏华新兴成长混合C",1139,119.33,104.70
1548,49,王海涛,上海光大证券资产管理,"光大阳光价值30个月混合A,光大阳光智造混合A,光大阳光价值30个月混合B,光大阳光智造混合B,光大阳光智造混合C,光大阳光香港精选混合(QDII)人民币A,光大阳光香港精选混合(QDII)美元A,光大阳光香港精选混合(QDII)人民币C",453,52.25,16.03
1549,50,吴慧文,安信证券,"安信瑞鸿中短债A,安信瑞鸿中短债B,安信瑞鸿中短债C",119,1.65,4.64
1550,1,王海燕,鑫元基金,"鑫元合享纯债C,鑫元合享纯债A,鑫元合丰纯债C,鑫元合丰纯债A,鑫元中债3-5年国开债指数A,鑫元中债3-5年国开债指数C,鑫元中债1-3年国开债指数A,鑫元中债1-3年国开债指数C,鑫元安硕两年定开债,鑫元锦利一年定开债,鑫元中短债A,鑫元中短债C",881,7.72,37.95
1551,2,吴坚,国寿安保基金,"国寿安保稳惠混合,国寿安保稳诚混合A,国寿安保稳诚混合C,国寿安保稳荣混合A,国寿安保稳荣混合C,国寿安保稳泰一年定开混合A,国寿安保稳泰一年定开混合C,国寿安保稳和6个月持有期混合A,国寿安保稳和6个月持有期混合C,国寿安保策略精选混合(LOF),国寿安保科创3年封闭混合",2478,136.23,111.81
1552,3,王靖,方正富邦基金,"方正富邦金小宝货币,方正富邦添利纯债A,方正富邦添利纯债C,方正富邦禾利39个月定开债A,方正富邦禾利39个月定开债C,方正富邦货币A,方正富邦货币B",1770,4.06,236.09
1553,4,王景,招商基金,"招商中国机遇股票,招商制造业混合A,招商安弘灵活配置混合,招商制造业混合C,招商瑞泽一年持有期混合A,招商瑞泽一年持有期混合C,招商瑞德一年持有期混合A,招商瑞德一年持有期混合C,招商品质升级混合A,招商品质升级混合C,招商3年封闭瑞利混合",3413,180.72,194.12
1554,5,王健,中欧基金,"中欧新动力混合(LOF)E,中欧养老产业混合,中欧新动力混合(LOF)C,中欧嘉泽灵活配置混合,中欧嘉和三年混合A,中欧嘉和三年混合C,中欧均衡成长混合A,中欧均衡成长混合C,中欧价值成长混合A,中欧价值成长混合C,中欧嘉选混合A,中欧嘉选混合C,中欧新动力混合(LOF)A",3636,139.34,178.71
1555,6,魏军,泰康资产,"泰康沪深300ETF联接A,泰康沪深300ETF联接C,泰康沪深300ETF,泰康中证500ETF",3052,26.72,74.78
1556,7,王静,前海联合,"前海联合科技先锋混合A,前海联合科技先锋混合C",1459,48.22,0.66
1557,8,王健,兴证全球基金,"兴全稳益定开债发起式,兴全天添益货币A,兴全天添益货币B,兴全祥泰定期开放债券",951,13.99,549.53
1558,9,武杰,民生加银基金,"民生加银中证港股通指数A,民生加银中证港股通指数C,民生加银沪深300ETF联接A,民生加银沪深300ETF联接C,民生中证内地资源主题指数C,民生加银沪深300ETF,民生中证内地资源主题指数A",868,40.50,4.34
1559,10,魏建,长城基金,"长城久稳债券,长城久荣纯债定开,长城稳健增利债券C,长城稳健增利债券A,长城积极增利债券A,长城积极增利债券C",251,2.62,34.17
1560,11,武建刚,天治基金,"天治量化核心精选混合A,天治量化核心精选混合C",37,-14.60,1.00
1561,12,吴江宏,汇添富基金,"汇添富双利债券C,汇添富绝对收益定开混合A,汇添富保鑫混合,添富添福吉祥混合,汇添富盈润混合A,汇添富盈润混合C,汇添富绝对收益定开混合C,汇添富稳健鑫添益六个月持有混合,汇添富稳健睿选一年持有混合A,汇添富稳健睿选一年持有混合C,汇添富稳健盈和一年持有混合,汇添富双利债券A,汇添富可转换债券A,汇添富可转换债券C,汇添富6月红添利定开债A,汇添富6月红添利定开债C",2071,41.32,434.99
1562,13,王佳卉,德邦基金,"德邦沪港深龙头混合A,德邦沪港深龙头混合C",6,2.31,4.76
1563,14,万建军,华安基金,华安研究精选混合,1100,143.89,5.79
1564,15,王佳骏,东方红资产管理,"东方红核心优选定开混合A,东方红安鑫甄选一年持有混合,东方红匠心甄选一年持有混合,东方红优质甄选一年持有混合,东方红核心优选定开混合C,东方红均衡优选定开混合",580,15.39,117.71
1565,16,王骏杰,汇添富基金,"汇添富和聚宝货币,汇添富汇鑫货币A,汇添富汇鑫货币B",204,1.43,253.16
1566,17,王劲松,华夏基金,"华夏新起点混合A,华夏行业景气混合,华夏新起点混合C,华夏行业混合(LOF)",1013,57.14,31.79
1567,18,王金祥,海富通基金,"海富通研究精选混合C,海富通研究精选混合A",867,52.68,0.21
1568,19,吴剑毅,南方基金,"南方中小盘成长股票,南方新蓝筹混合,南方利众A,南方利众C,南方利达A,南方利达C,南方利安A,南方利安C,南方安颐混合,南方安福混合A,南方安福混合C,南方誉慧一年混合A,南方誉慧一年混合C,南方誉鼎一年持有期混合A,南方誉鼎一年持有期混合C",2435,93.32,94.66
1569,20,王君正,工银瑞信基金,"工银金融地产混合A,工银美丽城镇股票A,工银丰盈回报灵活配置混合,工银精选金融地产混合A,工银精选金融地产混合C,工银优质成长混合A,工银优质成长混合C,工银金融地产混合C,工银美丽城镇股票C,工银精选平衡混合",2761,340.95,212.39
